Kecamatan;URL; Price ;Kamar Tidur;Kamar Mandi;Luas Tanah;Luas Bangunan;Sertifikat;Daya Listrik;Ruang Makan;Ruang Tamu;Kondisi Perabotan;Jumlah Lantai;Hadap;Terjangkau Internet;Lebar Jalan;Sumber Air;Hook;Kondisi Properti;ID Iklan
sukolilo;https://www.rumah123.com/properti/surabaya/hos14936361/; 700.000.000 ;3;2;50;65;SHM - Sertifikat Hak Milik;1300;Tidak;Tidak;Unfurnished;2;Utara;Tidak;2 Mobil;PAM atau PDAM;Tidak;Bagus;hos14936361
rungkut;https://www.rumah123.com/properti/surabaya/hos14754495/; 700.000.000 ;3;2;54;60;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;2;Timur;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru;hos14754495
kenjeran;https://www.rumah123.com/properti/surabaya/hos15312938/; 700.000.000 ;3;2;60;63;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;2;;Tidak;;;Tidak;Baru;hos15312938
wiyung;https://www.rumah123.com/properti/surabaya/hos15397042/; 700.000.000 ;2;2;60;120;SHM - Sertifikat Hak Milik;2200;;;Unfurnished;2;;;;;;Bagus;hos15397042
sukolilo;https://www.rumah123.com/properti/surabaya/hos9620678/; 700.000.000 ;2;1;67;52;SHM - Sertifikat Hak Milik;1300;;;Unfurnished;1;Utara;;;;;Bagus;hos9620678
benowo;https://www.rumah123.com/properti/surabaya/hos15074214/; 700.000.000 ;3;2;72;72;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;2;Selatan;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus;hos15074214
benowo;https://www.rumah123.com/properti/surabaya/hos15036706/; 700.000.000 ;2;1;72;60;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus;hos15036706
rungkut;https://www.rumah123.com/properti/surabaya/hos14982985/; 700.000.000 ;3;1;72;64;HGB - Hak Guna Bangunan;2200;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus;hos14982985
tambaksari;https://www.rumah123.com/properti/surabaya/hos14889772/; 700.000.000 ;2;1;78;78;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;1;;Ya;;PAM atau PDAM;Tidak;Bagus;hos14889772
wiyung;https://www.rumah123.com/properti/surabaya/hos15465105/; 700.000.000 ;2;1;81;80;SHM - Sertifikat Hak Milik;;;;Unfurnished;1;;;;;;Bagus;hos15465105
wiyung;https://www.rumah123.com/properti/surabaya/hos15458968/; 700.000.000 ;2;1;81;80;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus;hos15458968
tambaksari;https://www.rumah123.com/properti/surabaya/hos15229310/; 700.000.000 ;3;2;84;100;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;2;;Tidak;;;Tidak;Bagus;hos15229310
wiyung;https://www.rumah123.com/properti/surabaya/hos15465176/; 700.000.000 ;3;1;84;60;SHM - Sertifikat Hak Milik;;;;Unfurnished;1;;;;;;Bagus;hos15465176
wiyung;https://www.rumah123.com/properti/surabaya/hos15329028/; 700.000.000 ;3;1;84;60;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus;hos15329028
krembangan;https://www.rumah123.com/properti/surabaya/hos14104928/; 700.000.000 ;1;1;86;111;SHM - Sertifikat Hak Milik;2200;Tidak;Tidak;Unfurnished;1;Selatan;Ya;2 Mobil;PAM atau PDAM;Tidak;Butuh Renovasi;hos14104928
benowo;https://www.rumah123.com/properti/surabaya/hos10489208/; 700.000.000 ;3;1;90;85;HGB - Hak Guna Bangunan;1300;;;Unfurnished;1;;;;;;Bagus;hos10489208
rungkut;https://www.rumah123.com/properti/surabaya/hos14386134/; 700.000.000 ;2;1;90;90;SHM - Sertifikat Hak Milik;2200;;Tidak;Unfurnished;1;;Tidak;;PAM atau PDAM;Tidak;Bagus;hos14386134
sambikerep;https://www.rumah123.com/properti/surabaya/hos15078302/; 700.000.000 ;2;2;90;92;SHM - Sertifikat Hak Milik;900;Tidak;Tidak;Unfurnished;1;Timur;Ya;;;Tidak;Baru;hos15078302
semampir;https://www.rumah123.com/properti/surabaya/hos10105293/; 700.000.000 ;3;1;90;85;HGB - Hak Guna Bangunan;1300;;;Unfurnished;1;;;;;;Bagus;hos10105293
sukomanunggal;https://www.rumah123.com/properti/surabaya/hos13036216/; 700.000.000 ;2;1;90;75;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;1;;Ya;2 Mobil;PAM atau PDAM;Tidak;Butuh Renovasi;hos13036216
pakal;https://www.rumah123.com/properti/surabaya/hos8777336/; 700.000.000 ;2;1;91;50;SHM - Sertifikat Hak Milik;1300;;;Unfurnished;1;Selatan;;;;;Baru;hos8777336
rungkut;https://www.rumah123.com/properti/surabaya/hos15135291/; 700.000.000 ;2;1;95;65;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;1;Barat;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus;hos15135291
rungkut;https://www.rumah123.com/properti/surabaya/hos14462169/; 700.000.000 ;2;1;95;65;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;1;Barat;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus;hos14462169
rungkut;https://www.rumah123.com/properti/surabaya/hos14462100/; 700.000.000 ;2;1;95;65;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;1;Barat;Ya;2 Mobil;PAM atau PDAM;Tidak;;hos14462100
pakal;https://www.rumah123.com/properti/surabaya/hos12577427/; 700.000.000 ;2;1;97;105;SHM - Sertifikat Hak Milik;2200;Tidak;Tidak;Unfurnished;1;Utara;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus;hos12577427
kenjeran;https://www.rumah123.com/properti/surabaya/hos14755701/; 700.000.000 ;2;1;100;90;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;1;Timur;Ya;2 Mobil;PAM atau PDAM;Tidak;Butuh Renovasi;hos14755701
rungkut;https://www.rumah123.com/properti/surabaya/hos15335751/; 700.000.000 ;2;1;100;60;Lainnya (PPJB,Girik,Adat,dll);1300;Tidak;Tidak;Unfurnished;1;Selatan;Tidak;;;Tidak;Baru;hos15335751
rungkut;https://www.rumah123.com/properti/surabaya/hos15207111/; 700.000.000 ;3;1;100;55;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;1;Selatan;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru;hos15207111
rungkut;https://www.rumah123.com/properti/surabaya/hos15197775/; 700.000.000 ;3;1;100;55;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;1;Selatan;Ya;1 Mobil;PAM atau PDAM;Tidak;Bagus;hos15197775
rungkut;https://www.rumah123.com/properti/surabaya/hos15179917/; 700.000.000 ;3;1;100;55;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;1;Utara;Ya;1 Mobil;PAM atau PDAM;Tidak;Baru;hos15179917
rungkut;https://www.rumah123.com/properti/surabaya/hos15134909/; 700.000.000 ;3;1;100;60;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;1;Selatan;Ya;1 Mobil;PAM atau PDAM;Tidak;Baru;hos15134909
tambaksari;https://www.rumah123.com/properti/surabaya/hos14606412/; 700.000.000 ;2;1;100;100;SHM - Sertifikat Hak Milik;2200;Tidak;Tidak;Unfurnished;1;;Tidak;;PAM atau PDAM;Tidak;Bagus;hos14606412
gubeng;https://www.rumah123.com/properti/surabaya/hos15277243/; 700.000.000 ;3;1;104;110;SHM - Sertifikat Hak Milik;1300;Tidak;Tidak;Unfurnished;1;;Tidak;;PAM atau PDAM;Tidak;Bagus;hos15277243
pakal;https://www.rumah123.com/properti/surabaya/hos14012681/; 700.000.000 ;2;1;105;70;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;Utara;Ya;;;Tidak;Bagus;hos14012681
benowo;https://www.rumah123.com/properti/surabaya/hos9546080/; 700.000.000 ;3;1;112;70;SHM - Sertifikat Hak Milik;1300;;;Unfurnished;1;Utara;;;;;Bagus;hos9546080
lakarsantri;https://www.rumah123.com/properti/surabaya/hos13154999/; 700.000.000 ;2;1;112;60;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Timur;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus;hos13154999
tambaksari;https://www.rumah123.com/properti/surabaya/hos2529778/; 700.000.000 ;3;1;112;90;SHM - Sertifikat Hak Milik;900;;;Unfurnished;1;;;;;;Butuh Renovasi;hos2529778
pakal;https://www.rumah123.com/properti/surabaya/hos14583194/; 700.000.000 ;3;2;120;80;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;1;Utara;Ya;;;Tidak;Bagus;hos14583194
sambikerep;https://www.rumah123.com/properti/surabaya/hos13325478/; 700.000.000 ;3;2;135;260;HGB - Hak Guna Bangunan;1300;Ya;Ya;Unfurnished;1;Utara;Tidak;;PAM atau PDAM;Tidak;Bagus;hos13325478
gubeng;https://www.rumah123.com/properti/surabaya/hos12527990/; 700.000.000 ;6;3;160;220;Lainnya (PPJB,Girik,Adat,dll);2200;Ya;Ya;Unfurnished;2;Selatan;Tidak;1 Mobil;PAM atau PDAM;Tidak;Bagus;hos12527990
wiyung;https://www.rumah123.com/properti/surabaya/hos11358244/; 700.000.000 ;5;3;240;275;SHM - Sertifikat Hak Milik;4400;Tidak;Tidak;Unfurnished;2;Selatan;Tidak;4 Mobil;PAM atau PDAM;Tidak;;hos11358244
wiyung;https://www.rumah123.com/properti/surabaya/hos6651696/; 700.000.000 ;5;4;256;400;SHM - Sertifikat Hak Milik;;;;Unfurnished;1;;;;;;Bagus;hos6651696
wiyung;https://www.rumah123.com/properti/surabaya/hos13588360/; 700.000.000 ;4;4;300;420;SHM - Sertifikat Hak Milik;6600;Ya;Ya;Unfurnished;2;;Tidak;;PAM atau PDAM;Tidak;Bagus;hos13588360
rungkut;https://www.rumah123.com/properti/surabaya/hos15273455/; 714.000.000 ;2;1;75;60;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus;hos15273455
rungkut;https://www.rumah123.com/properti/surabaya/hos15344349/; 715.000.000 ;2;2;50;60;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;2;Selatan;Ya;3 Mobil;PAM atau PDAM;Tidak;Baru;hos15344349
rungkut;https://www.rumah123.com/properti/surabaya/hos15251699/; 715.000.000 ;2;2;50;60;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;2;Selatan;Ya;3 Mobil;PAM atau PDAM;Tidak;Baru;hos15251699
rungkut;https://www.rumah123.com/properti/surabaya/hos15179795/; 715.000.000 ;2;2;50;60;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;1;Utara;Ya;3 Mobil;PAM atau PDAM;Tidak;Baru;hos15179795
rungkut;https://www.rumah123.com/properti/surabaya/hos15344429/; 720.000.000 ;3;2;57;60;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;2;Selatan;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru;hos15344429
rungkut;https://www.rumah123.com/properti/surabaya/hos15274667/; 720.000.000 ;3;2;57;60;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;2;Timur;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru;hos15274667
rungkut;https://www.rumah123.com/properti/surabaya/hos15207097/; 720.000.000 ;3;2;57;60;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;2;Timur;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru;hos15207097
rungkut;https://www.rumah123.com/properti/surabaya/hos15197490/; 720.000.000 ;3;2;57;60;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;2;Timur;Ya;3 Mobil;PAM atau PDAM;Tidak;Baru;hos15197490
benowo;https://www.rumah123.com/properti/surabaya/hos13001076/; 720.000.000 ;2;2;62;56;HGB - Hak Guna Bangunan;2200;Tidak;Tidak;Unfurnished;2;Selatan;Ya;3 Mobil;PAM atau PDAM;Tidak;Baru;hos13001076
rungkut;https://www.rumah123.com/properti/surabaya/hos15339206/; 725.000.000 ;2;2;45;60;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;1;;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru;hos15339206
rungkut;https://www.rumah123.com/properti/surabaya/hos14717065/; 725.000.000 ;2;2;45;60;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Tenggara;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru;hos14717065
rungkut;https://www.rumah123.com/properti/surabaya/hos14717031/; 725.000.000 ;2;2;45;60;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;1;Tenggara;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru;hos14717031
rungkut;https://www.rumah123.com/properti/surabaya/hos14583042/; 725.000.000 ;2;2;52;90;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Utara;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru;hos14583042
rungkut;https://www.rumah123.com/properti/surabaya/hos14568153/; 725.000.000 ;2;2;52;90;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Utara;Ya;3 Mobil;PAM atau PDAM;Tidak;Bagus;hos14568153
rungkut;https://www.rumah123.com/properti/surabaya/hos14181179/; 725.000.000 ;2;1;52;90;SHM - Sertifikat Hak Milik;2200;;Ya;Unfurnished;2;Utara;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus;hos14181179
kenjeran;https://www.rumah123.com/properti/surabaya/hos14961173/; 725.000.000 ;3;2;59;57;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;1;Selatan;Ya;1 Mobil;PAM atau PDAM;Tidak;Sudah Renovasi;hos14961173
benowo;https://www.rumah123.com/properti/surabaya/hos14070791/; 725.000.000 ;4;2;72;140;SHM - Sertifikat Hak Milik;1300;;Ya;Unfurnished;2;;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus;hos14070791
rungkut;https://www.rumah123.com/properti/surabaya/hos15092889/; 725.000.000 ;2;1;84;50;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;1;Utara;Ya;2 Mobil;;Tidak;Baru;hos15092889
benowo;https://www.rumah123.com/properti/surabaya/hos14803526/; 725.000.000 ;3;2;114;114;SHM - Sertifikat Hak Milik;900;Ya;Ya;Unfurnished;1;Selatan;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus;hos14803526
bubutan;https://www.rumah123.com/properti/surabaya/hos10741152/; 725.000.000 ;2;2;127;187;Lainnya (PPJB,Girik,Adat,dll);;;;Unfurnished;2;;;;;;Bagus;hos10741152
wiyung;https://www.rumah123.com/properti/surabaya/hos13806800/; 727.000.000 ;3;3;180;300;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;2;;Tidak;;;Tidak;Bagus;hos13806800
benowo;https://www.rumah123.com/properti/surabaya/hos15064905/; 730.000.000 ;2;2;91;91;SHM - Sertifikat Hak Milik;1300;Tidak;Tidak;Unfurnished;1;Selatan;Tidak;;;Tidak;Baru;hos15064905
benowo;https://www.rumah123.com/properti/surabaya/hos14868956/; 730.000.000 ;3;2;114;114;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;1;;Ya;;PAM atau PDAM;Tidak;Bagus;hos14868956
benowo;https://www.rumah123.com/properti/surabaya/hos14847457/; 730.000.000 ;3;2;114;114;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;;Ya;;PAM atau PDAM;Tidak;Bagus;hos14847457
benowo;https://www.rumah123.com/properti/surabaya/hos14803074/; 730.000.000 ;3;2;114;114;SHM - Sertifikat Hak Milik;1300;Tidak;Tidak;Unfurnished;1;;Ya;2 Mobil;PAM atau PDAM;Tidak;;hos14803074
rungkut;https://www.rumah123.com/properti/surabaya/hos14331133/; 735.000.000 ;3;1;101;65;SHM - Sertifikat Hak Milik;1300;;Tidak;Unfurnished;1;;Tidak;;PAM atau PDAM;Tidak;Bagus;hos14331133
rungkut;https://www.rumah123.com/properti/surabaya/hos14992904/; 740.000.000 ;3;2;52;88;SHM - Sertifikat Hak Milik;3300;Ya;Ya;Unfurnished;2;;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru;hos14992904
pakal;https://www.rumah123.com/properti/surabaya/hos14823547/; 745.000.000 ;2;1;78;55;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;1;Selatan;Ya;3 Mobil;PAM atau PDAM;Tidak;Sudah Renovasi;hos14823547
rungkut;https://www.rumah123.com/properti/surabaya/hos14823009/; 745.000.000 ;5;2;96;200;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;1;Timur;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus;hos14823009
tambaksari;https://www.rumah123.com/properti/surabaya/hos14447273/; 750.000.000 ;3;2;50;90;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Barat;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru;hos14447273
rungkut;https://www.rumah123.com/properti/surabaya/hos14709955/; 750.000.000 ;3;2;52;85;SHM - Sertifikat Hak Milik;2200;Tidak;Tidak;Unfurnished;2;Timur Laut;Tidak;2 Mobil;;Tidak;;hos14709955
kenjeran;https://www.rumah123.com/properti/surabaya/hos15281012/; 750.000.000 ;2;1;57;50;SHM - Sertifikat Hak Milik;2200;Tidak;Tidak;Unfurnished;1;;Tidak;;PAM atau PDAM;Tidak;Butuh Renovasi;hos15281012
tambaksari;https://www.rumah123.com/properti/surabaya/hos14921766/; 750.000.000 ;3;2;58;80;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Utara;Ya;2 Mobil;PAM atau PDAM;Tidak;Butuh Renovasi;hos14921766
tambaksari;https://www.rumah123.com/properti/surabaya/hos14645602/; 750.000.000 ;3;2;58;80;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Utara;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus;hos14645602
tambaksari;https://www.rumah123.com/properti/surabaya/hos14642478/; 750.000.000 ;3;2;58;80;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;1;Utara;Ya;1 Mobil;PAM atau PDAM;Tidak;Bagus;hos14642478
kenjeran;https://www.rumah123.com/properti/surabaya/hos14819892/; 750.000.000 ;3;2;60;120;SHM - Sertifikat Hak Milik;2200;Tidak;Tidak;Unfurnished;2;Timur;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus;hos14819892
rungkut;https://www.rumah123.com/properti/surabaya/hos14966868/; 750.000.000 ;2;1;60;50;SHM - Sertifikat Hak Milik;1300;Tidak;Tidak;Unfurnished;1;Utara;Tidak;;PAM atau PDAM;Tidak;;hos14966868
rungkut;https://www.rumah123.com/properti/surabaya/hos14675555/; 750.000.000 ;2;1;60;50;SHM - Sertifikat Hak Milik;1300;Tidak;Tidak;Unfurnished;1;Utara;Tidak;2 Mobil;PAM atau PDAM;Tidak;;hos14675555
kenjeran;https://www.rumah123.com/properti/surabaya/hos15077881/; 750.000.000 ;2;1;65;55;SHM - Sertifikat Hak Milik;2200;Tidak;Tidak;Unfurnished;1;;Tidak;2 Mobil;PAM atau PDAM;Tidak;;hos15077881
pakal;https://www.rumah123.com/properti/surabaya/hos14200886/; 750.000.000 ;1;1;72;72;Lainnya (PPJB,Girik,Adat,dll);;;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus;hos14200886
pakal;https://www.rumah123.com/properti/surabaya/hos14040466/; 750.000.000 ;3;1;72;63;SHM - Sertifikat Hak Milik;2200;;Ya;Unfurnished;1;Barat;Ya;;PAM atau PDAM;Tidak;Bagus;hos14040466
pakal;https://www.rumah123.com/properti/surabaya/hos13958515/; 750.000.000 ;2;1;72;60;HGB - Hak Guna Bangunan;;;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus;hos13958515
rungkut;https://www.rumah123.com/properti/surabaya/hos14546612/; 750.000.000 ;2;1;78;78;SHM - Sertifikat Hak Milik;1300;Tidak;Tidak;Unfurnished;1;Selatan;Tidak;;PAM atau PDAM;Tidak;;hos14546612
rungkut;https://www.rumah123.com/properti/surabaya/hos14796205/; 750.000.000 ;2;1;80;55;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;1;;Ya;3 Mobil;PAM atau PDAM;Tidak;Baru;hos14796205
asemrowo;https://www.rumah123.com/properti/surabaya/hos10717270/; 750.000.000 ;4;2;84;120;SHM - Sertifikat Hak Milik;1300;;;Unfurnished;1;Timur;;;;;Bagus Sekali;hos10717270
asemrowo;https://www.rumah123.com/properti/surabaya/hos10269987/; 750.000.000 ;4;2;84;120;SHM - Sertifikat Hak Milik;1300;;;Unfurnished;2;Timur;;;;;Bagus Sekali;hos10269987
asemrowo;https://www.rumah123.com/properti/surabaya/hos9754037/; 750.000.000 ;4;2;84;120;SHM - Sertifikat Hak Milik;1300;;;Unfurnished;1;Timur;;;;;Bagus Sekali;hos9754037
mulyorejo;https://www.rumah123.com/properti/surabaya/hos15159350/; 750.000.000 ;1;1;84;84;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus;hos15159350
mulyorejo;https://www.rumah123.com/properti/surabaya/hos15139749/; 750.000.000 ;1;1;84;84;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus;hos15139749
rungkut;https://www.rumah123.com/properti/surabaya/hos14492998/; 750.000.000 ;3;1;84;74;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;1;Selatan;Ya;1 Mobil;PAM atau PDAM;Tidak;Bagus;hos14492998
rungkut;https://www.rumah123.com/properti/surabaya/hos14887977/; 750.000.000 ;2;1;90;66;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;1;Selatan;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus;hos14887977
rungkut;https://www.rumah123.com/properti/surabaya/hos14888081/; 750.000.000 ;2;1;90;66;SHM - Sertifikat Hak Milik;1300;Tidak;Tidak;Unfurnished;1;Selatan;Ya;2 Mobil;PAM atau PDAM;Tidak;Sudah Renovasi;hos14888081
rungkut;https://www.rumah123.com/properti/surabaya/hos14686440/; 750.000.000 ;2;1;90;90;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;Utara;Tidak;;PAM atau PDAM;Tidak;Butuh Renovasi;hos14686440
tambaksari;https://www.rumah123.com/properti/surabaya/hos10350531/; 750.000.000 ;2;1;90;90;HGB - Hak Guna Bangunan;;;;Unfurnished;1;;;;;;Bagus;hos10350531
pakal;https://www.rumah123.com/properti/surabaya/hos11513646/; 750.000.000 ;2;1;91;56;HGB - Hak Guna Bangunan;2200;Tidak;Tidak;Unfurnished;1;Barat;Tidak;;;Tidak;Bagus;hos11513646
tambaksari;https://www.rumah123.com/properti/surabaya/hos14680263/; 750.000.000 ;2;1;91;77;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;1;Barat Daya;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus;hos14680263
sukolilo;https://www.rumah123.com/properti/surabaya/hos15170592/; 750.000.000 ;3;2;96;96;SHM - Sertifikat Hak Milik;2200;Tidak;Tidak;Unfurnished;1;Utara;Tidak;2 Mobil;PAM atau PDAM;Tidak;;hos15170592
pakal;https://www.rumah123.com/properti/surabaya/hos11635492/; 750.000.000 ;2;1;97;50;HGB - Hak Guna Bangunan;2200;Tidak;Tidak;Unfurnished;1;;Tidak;;PAM atau PDAM;Tidak;Bagus;hos11635492
rungkut;https://www.rumah123.com/properti/surabaya/hos15359575/; 750.000.000 ;2;1;98;55;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;1;Selatan;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru;hos15359575
gubeng;https://www.rumah123.com/properti/surabaya/hos12813394/; 750.000.000 ;3;2;100;70;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;2;Timur;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru;hos12813394
gubeng;https://www.rumah123.com/properti/surabaya/hos12813393/; 750.000.000 ;3;2;100;70;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;2;Timur;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru;hos12813393
gubeng;https://www.rumah123.com/properti/surabaya/hos12813395/; 750.000.000 ;3;2;100;70;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;2;Timur;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru;hos12813395
rungkut;https://www.rumah123.com/properti/surabaya/hos15343460/; 750.000.000 ;2;1;100;100;SHM - Sertifikat Hak Milik;2200;Tidak;Tidak;Unfurnished;1;Barat;Tidak;2 Mobil;PAM atau PDAM;Tidak;Bagus;hos15343460
lakarsantri;https://www.rumah123.com/properti/surabaya/hos15023671/; 750.000.000 ;3;1;105;105;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;2;;Tidak;;;Tidak;Bagus;hos15023671
pakal;https://www.rumah123.com/properti/surabaya/hos15073578/; 750.000.000 ;2;1;105;70;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;1;Selatan;Ya;;PAM atau PDAM;Tidak;Bagus;hos15073578
tandes;https://www.rumah123.com/properti/surabaya/hos15001221/; 750.000.000 ;5;2;108;108;SHM - Sertifikat Hak Milik;900;Ya;Ya;Unfurnished;2;Selatan;Ya;2 Mobil;PAM atau PDAM;Tidak;Bagus;hos15001221
rungkut;https://www.rumah123.com/properti/surabaya/hos14883485/; 750.000.000 ;2;1;113;72;Lainnya (PPJB,Girik,Adat,dll);;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Butuh Renovasi;hos14883485
lakarsantri;https://www.rumah123.com/properti/surabaya/hos14745513/; 750.000.000 ;2;1;120;120;SHM - Sertifikat Hak Milik;;Tidak;Tidak;Unfurnished;1;;Tidak;2 Mobil;;Tidak;Butuh Renovasi;hos14745513
lakarsantri;https://www.rumah123.com/properti/surabaya/hos13842275/; 750.000.000 ;2;1;120;120;SHM - Sertifikat Hak Milik;;;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus;hos13842275
lakarsantri;https://www.rumah123.com/properti/surabaya/hos13710525/; 750.000.000 ;2;1;120;100;SHM - Sertifikat Hak Milik;;;Tidak;Unfurnished;1;;Tidak;;;Tidak;Bagus;hos13710525
tambaksari;https://www.rumah123.com/properti/surabaya/hos14750167/; 750.000.000 ;3;2;128;80;Lainnya (PPJB,Girik,Adat,dll);;Tidak;Tidak;Unfurnished;1;;Tidak;;;Tidak;Butuh Renovasi;hos14750167
rungkut;https://www.rumah123.com/properti/surabaya/hos14746520/; 760.000.000 ;3;1;75;50;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;1;Utara;Ya;2 Mobil;PAM atau PDAM;Tidak;Baru;hos14746520
rungkut;https://www.rumah123.com/properti/surabaya/hos14796293/; 760.000.000 ;2;1;84;60;SHM - Sertifikat Hak Milik;1300;Ya;Ya;Unfurnished;1;;Ya;2 Mobil;;Tidak;Baru;hos14796293
rungkut;https://www.rumah123.com/properti/surabaya/hos15179223/; 765.000.000 ;3;2;54;80;SHM - Sertifikat Hak Milik;2200;Ya;Ya;Unfurnished;2;Timur;Ya;2 Mobil;PAM atau PDAM;Ya;Baru;hos15179223
